PROSPECTID,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,PL_Flag,pct_PL_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,Credit_Score
46955,Single,SSC,21,M,15000,59,1.0,0,0.0,0,0,others,691
22517,Married,UNDER GRADUATE,50,M,25000,130,1.0,1,0.0,0,0,PL,674
10538,Single,OTHERS,27,M,25000,64,1.0,0,0.0,0,0,PL,685
659,Married,GRADUATE,44,F,42000,78,0.75,1,0.0,0,0,PL,695
48289,Single,GRADUATE,22,M,18000,54,1.0,0,0.0,0,0,others,692
1320,Married,12TH,57,M,25500,113,1.0,0,0.0,0,0,others,688
17193,Married,UNDER GRADUATE,36,M,20000,71,0.4,0,0.0,1,0,others,703
955,Married,12TH,32,M,25000,29,1.0,0,1.0,0,0,ConsumerLoan,632
2699,Married,SSC,56,M,25000,185,0.2,1,0.0,0,0,PL,715
26696,Single,GRADUATE,27,M,18000,25,1.0,0,0.0,0,0,ConsumerLoan,660
24946,Married,OTHERS,24,M,30000,71,1.0,0,0.0,0,0,others,683
1730,Married,POST-GRADUATE,32,M,50000,106,0.538,1,0.136,0,0,CC,691
13341,Married,12TH,33,M,25000,61,1.0,0,0.0,0,0,others,676
38444,Married,SSC,25,M,20000,53,0.0,0,0.0,1,0,others,687
15833,Single,GRADUATE,36,M,33000,64,1.0,0,0.0,0,0,PL,688
49750,Married,SSC,39,F,28000,68,0.333,0,0.0,1,0,others,684
21410,Married,OTHERS,44,F,23500,88,0.333,0,1.0,1,0,PL,701
32127,Married,12TH,34,M,78000,126,1.0,1,1.0,0,0,PL,655
26199,Married,GRADUATE,33,F,35000,131,0.0,0,0.0,1,0,ConsumerLoan,658
7675,Married,GRADUATE,30,M,45000,128,0.6,0,0.0,0,1,ConsumerLoan,645
10203,Married,SSC,36,M,20000,174,0.25,1,0.0,0,0,others,710
18336,Married,GRADUATE,36,M,18500,42,0.438,1,0.4,1,1,PL,698
21081,Married,12TH,33,F,15000,53,1.0,0,0.0,1,0,others,681
46127,Married,GRADUATE,29,M,22000,141,1.0,0,0.0,0,0,others,677
33333,Married,12TH,31,M,24500,77,1.0,1,1.0,0,0,PL,663
12620,Married,GRADUATE,31,M,40000,41,0.0,0,0.0,0,0,others,691
31693,Single,SSC,30,M,17500,53,0.667,0,0.5,0,0,ConsumerLoan,660
15934,Married,12TH,24,M,18500,63,1.0,0,0.0,0,0,others,677
14042,Married,SSC,38,M,18500,242,0.714,1,0.0,1,0,others,725
26545,Single,GRADUATE,29,M,35000,98,0.333,1,0.0,1,1,HL,682
44896,Married,OTHERS,58,M,30000,23,0.214,0,0.0,1,0,others,715
46968,Married,SSC,29,M,30000,106,1.0,0,0.0,0,0,others,673
24336,Married,SSC,39,M,25000,128,0.2,0,0.0,0,0,others,713
38897,Married,GRADUATE,31,M,49000,126,0.75,0,0.0,1,1,others,690
46951,Single,GRADUATE,25,M,25000,65,1.0,0,1.0,0,0,ConsumerLoan,665
755,Single,GRADUATE,27,M,19000,122,1.0,0,0.0,0,0,others,690
1159,Single,POST-GRADUATE,23,M,30000,44,0.0,0,0.909,1,0,ConsumerLoan,615
23100,Married,GRADUATE,34,F,8500,41,1.0,0,0.0,0,0,others,691
6229,Married,UNDER GRADUATE,31,M,25000,103,1.0,0,0.0,0,0,CC,673
2902,Married,12TH,30,M,17000,41,1.0,0,0.0,0,0,ConsumerLoan,683
42719,Single,GRADUATE,29,M,25000,110,0.182,0,0.0,0,0,ConsumerLoan,676
26282,Single,GRADUATE,24,M,18258,101,0.0,0,0.0,0,0,others,691
12034,Married,UNDER GRADUATE,33,M,18000,82,0.0,0,0.0,0,0,others,693
12302,Married,12TH,24,M,18000,77,0.6,0,0.0,1,0,others,684
17138,Single,GRADUATE,22,M,13000,25,1.0,0,1.0,0,0,PL,674
16685,Single,12TH,25,M,23000,123,0.0,0,0.0,0,0,others,690
17718,Married,GRADUATE,31,M,14000,37,0.0,0,0.0,0,0,ConsumerLoan,654
7648,Single,GRADUATE,28,M,16000,55,1.0,0,0.0,0,0,others,688
11733,Married,GRADUATE,46,F,35000,191,1.0,0,0.0,0,0,ConsumerLoan,681
32091,Married,GRADUATE,28,M,15000,60,0.667,0,0.0,1,0,ConsumerLoan,704
39615,Married,GRADUATE,40,M,17000,68,0.333,0,1.0,1,1,ConsumerLoan,679
18985,Married,POST-GRADUATE,23,M,23000,25,1.0,0,0.0,0,0,ConsumerLoan,682
2176,Married,SSC,42,M,24000,146,0.25,0,0.0,0,0,ConsumerLoan,695
20538,Married,OTHERS,54,M,20000,241,0.0,0,0.0,0,0,others,676
45306,Married,UNDER GRADUATE,50,M,9200,124,1.0,0,0.0,1,0,ConsumerLoan,665
36595,Married,GRADUATE,35,M,22000,35,0.0,0,0.0,0,0,others,675
36321,Married,POST-GRADUATE,36,M,30000,122,0.2,1,0.0,1,1,PL,703
41839,Married,GRADUATE,30,M,20000,90,1.0,0,0.0,0,1,ConsumerLoan,674
15654,Married,GRADUATE,29,M,25000,126,0.667,0,1.0,0,0,ConsumerLoan,635
46648,Married,12TH,36,M,15000,126,1.0,0,0.0,1,0,others,685
20662,Married,UNDER GRADUATE,29,M,40000,66,0.8,1,0.4,0,0,ConsumerLoan,660
10102,Married,12TH,29,M,18000,125,0.667,0,0.0,1,0,others,686
15191,Single,GRADUATE,22,M,13000,23,1.0,0,0.667,0,0,ConsumerLoan,673
35727,Married,GRADUATE,30,M,60000,121,1.0,0,0.0,0,1,ConsumerLoan,667
45592,Married,SSC,30,M,15000,152,0.0,0,0.0,1,0,others,697
26272,Married,GRADUATE,33,M,25000,90,0.571,1,0.571,1,0,PL,668
2815,Married,GRADUATE,46,F,28000,125,1.0,1,0.0,0,0,others,666
43895,Married,POST-GRADUATE,37,M,42500,105,0.0,0,0.0,0,0,others,680
12888,Married,GRADUATE,34,M,18000,66,0.5,0,0.4,1,0,ConsumerLoan,644
5675,Single,SSC,21,M,18000,29,1.0,0,0.0,0,0,others,689
6893,Married,12TH,49,M,15000,251,0.5,0,0.0,0,0,others,692
7099,Married,UNDER GRADUATE,33,M,17500,69,1.0,0,0.0,0,0,others,703
44056,Married,GRADUATE,33,M,26000,77,0.8,0,0.0,0,0,ConsumerLoan,674
6638,Married,12TH,28,F,28000,51,0.5,0,0.0,0,0,ConsumerLoan,675
13317,Single,GRADUATE,29,M,74000,222,0.364,1,0.111,0,0,PL,663
8452,Married,OTHERS,26,M,75000,131,0.333,1,1.0,1,0,AL,695
19,Married,12TH,31,M,28000,122,0.0,0,0.0,0,0,others,691
28396,Married,SSC,42,M,16500,130,0.0,0,0.0,0,0,ConsumerLoan,669
47291,Married,12TH,29,M,32000,118,0.0,0,0.0,0,0,others,673
51277,Married,SSC,41,M,45000,244,0.2,0,0.0,0,0,others,666
13622,Married,SSC,50,M,25000,369,1.0,0,0.0,0,0,others,677
47270,Married,POST-GRADUATE,36,F,18000,38,0.429,0,0.0,0,0,ConsumerLoan,678
43523,Single,12TH,33,M,22000,51,1.0,0,0.0,0,0,CC,636
42916,Married,UNDER GRADUATE,30,M,18000,191,0.857,0,1.0,0,0,others,661
26478,Married,GRADUATE,38,M,45000,190,0.667,0,0.0,0,0,ConsumerLoan,671
44289,Single,SSC,30,M,45000,78,1.0,1,0.0,0,0,CC,682
14968,Single,SSC,32,M,28000,47,0.273,0,0.0,1,0,ConsumerLoan,651
45337,Single,SSC,22,M,25000,160,1.0,0,0.0,0,0,others,681
28754,Married,POST-GRADUATE,29,M,40000,128,0.222,0,0.0,1,0,ConsumerLoan,662
39616,Married,GRADUATE,41,M,20400,236,0.375,0,0.0,1,1,others,743
37861,Married,GRADUATE,34,M,20000,124,1.0,0,0.0,0,0,ConsumerLoan,693
29849,Married,SSC,33,M,40000,41,1.0,0,0.0,0,0,CC,597
46186,Married,GRADUATE,33,M,45000,224,1.0,0,0.0,0,0,AL,689
18597,Married,UNDER GRADUATE,32,M,15000,186,1.0,0,0.0,0,0,ConsumerLoan,675
2983,Married,GRADUATE,35,M,16000,41,0.5,0,0.0,0,0,others,699
48849,Single,12TH,30,M,20600,105,1.0,0,1.0,0,0,PL,659
50497,Married,GRADUATE,27,M,30000,150,0.0,0,1.0,1,0,PL,671
21434,Married,GRADUATE,24,M,20000,62,1.0,0,0.0,0,0,ConsumerLoan,684
14838,Single,SSC,31,M,14000,29,0.333,0,0.0,1,0,others,709
12077,Married,UNDER GRADUATE,36,M,18000,63,0.556,1,0.0,0,0,others,692
19594,Single,12TH,23,M,12000,35,1.0,1,0.0,0,0,CC,692
25635,Single,GRADUATE,28,M,26000,107,0.5,0,0.0,1,0,others,694
12203,Married,12TH,61,M,25000,300,0.5,0,0.0,0,0,ConsumerLoan,696
10337,Married,GRADUATE,31,M,20000,62,0.6,1,1.0,0,0,CC,635
1135,Married,SSC,31,M,25000,69,0.0,0,0.0,1,0,others,689
8646,Married,OTHERS,32,M,15000,125,0.333,0,0.0,1,0,others,670
50309,Married,POST-GRADUATE,28,F,70000,71,1.0,0,0.0,1,0,ConsumerLoan,676
18473,Married,GRADUATE,21,F,33500,191,0.0,0,0.0,0,0,AL,674
10883,Single,GRADUATE,27,M,35000,83,0.667,0,0.0,0,0,ConsumerLoan,658
28766,Married,12TH,41,M,22000,115,0.0,0,0.0,0,0,ConsumerLoan,689
10926,Married,SSC,39,M,19000,149,1.0,0,0.0,0,0,ConsumerLoan,669
17055,Married,GRADUATE,34,M,35000,143,1.0,0,0.0,0,0,others,680
5313,Single,GRADUATE,21,M,13500,29,0.5,0,0.0,0,0,CC,677
31258,Married,12TH,47,M,50000,300,0.25,0,0.0,1,0,others,668
49202,Married,SSC,50,M,15000,124,0.5,0,0.0,0,0,others,683
2944,Single,GRADUATE,22,M,18700,50,1.0,0,1.0,0,0,others,668
22392,Married,GRADUATE,29,M,20000,147,0.667,0,0.0,0,0,ConsumerLoan,655
8274,Married,SSC,39,F,35000,200,1.0,0,0.0,0,0,ConsumerLoan,691
26113,Single,GRADUATE,26,M,27000,182,1.0,0,0.0,0,0,others,685
36847,Single,UNDER GRADUATE,27,M,22000,32,0.667,1,1.0,0,0,PL,687
25023,Single,12TH,27,M,24500,68,1.0,0,0.0,1,0,ConsumerLoan,694
7697,Married,GRADUATE,33,M,18000,35,1.0,0,0.0,0,0,CC,678
28835,Married,SSC,46,M,25000,102,1.0,1,1.0,0,0,ConsumerLoan,670
23262,Married,SSC,35,M,28000,222,0.5,1,1.0,0,0,ConsumerLoan,715
30846,Married,SSC,26,M,30000,99,1.0,0,0.0,0,0,others,678
50987,Married,12TH,23,F,8000,61,1.0,0,0.0,1,0,PL,685
19447,Married,12TH,23,M,35000,120,1.0,0,0.571,0,0,CC,628
9476,Married,GRADUATE,31,M,30000,38,1.0,1,0.429,0,0,ConsumerLoan,661
40246,Married,12TH,41,M,20000,22,0.5,0,0.0,0,0,AL,688
16567,Married,POST-GRADUATE,46,M,55000,191,0.6,1,0.0,0,1,others,741
1011,Single,UNDER GRADUATE,28,M,32000,78,0.5,0,0.0,0,0,ConsumerLoan,682
44432,Married,POST-GRADUATE,31,M,20000,122,0.4,1,0.0,0,0,PL,687
39302,Married,SSC,42,M,30000,149,1.0,0,0.0,0,0,ConsumerLoan,667
443,Married,12TH,30,M,40000,80,0.286,0,1.0,1,0,ConsumerLoan,650
1342,Single,SSC,22,M,35000,62,0.75,0,0.0,0,0,ConsumerLoan,653
36327,Married,OTHERS,40,M,15000,61,0.0,0,0.0,0,0,others,675
20919,Single,GRADUATE,25,M,15000,187,0.0,0,0.0,0,0,others,680
40935,Married,12TH,28,M,30000,92,0.667,0,0.0,0,0,others,688
17,Married,SSC,30,M,30000,121,1.0,0,0.0,0,0,others,678
13825,Married,12TH,31,M,30000,125,0.0,0,0.0,1,0,others,682
38052,Single,UNDER GRADUATE,22,M,18000,25,1.0,0,0.0,0,0,ConsumerLoan,704
31023,Married,12TH,31,F,20000,62,0.5,0,0.0,0,0,ConsumerLoan,658
9044,Married,SSC,34,M,24000,150,1.0,0,0.0,0,0,PL,701
10523,Single,12TH,31,M,50000,65,0.667,0,0.0,1,0,others,703
25387,Single,12TH,31,M,30000,89,0.2,0,0.0,1,0,CC,694
2930,Married,SSC,30,M,30000,186,1.0,0,0.0,0,0,others,702
45739,Single,GRADUATE,22,M,40000,48,0.0,0,0.0,1,0,ConsumerLoan,672
42279,Married,UNDER GRADUATE,23,M,28000,105,1.0,0,0.0,0,0,ConsumerLoan,665
17537,Married,GRADUATE,28,M,30000,65,0.6,0,0.0,0,0,CC,683
42188,Married,SSC,46,F,6400,19,0.0,0,0.0,0,0,others,692
35552,Married,SSC,43,F,20000,125,0.5,0,0.0,1,0,others,782
49372,Married,SSC,39,M,28000,78,0.846,0,0.5,0,0,CC,681
29610,Single,GRADUATE,29,M,28000,114,1.0,0,0.0,0,0,ConsumerLoan,665
18353,Single,GRADUATE,22,M,17000,23,1.0,0,0.0,0,0,CC,665
5677,Single,GRADUATE,21,M,30000,191,1.0,0,0.0,1,0,others,677
31998,Single,12TH,25,M,16000,26,1.0,0,1.0,0,0,AL,651
48595,Married,GRADUATE,48,M,40000,153,0.333,0,0.0,1,0,others,714
41657,Married,GRADUATE,27,M,30000,63,0.5,0,0.429,0,0,ConsumerLoan,674
43398,Married,UNDER GRADUATE,39,M,50000,240,0.143,1,0.0,1,1,HL,714
25536,Married,12TH,24,M,9000,77,1.0,0,0.0,0,0,others,671
17497,Married,OTHERS,30,M,20000,146,0.8,0,0.0,0,0,others,655
38929,Married,GRADUATE,25,M,45000,125,0.6,0,1.0,0,0,others,637
45552,Married,12TH,28,M,18000,18,0.5,0,1.0,0,0,PL,667
1054,Married,GRADUATE,28,M,25000,50,0.5,0,0.0,0,0,others,693
22098,Married,GRADUATE,28,M,23000,185,0.5,0,0.0,1,0,others,682
17198,Married,SSC,38,M,15000,183,0.0,0,0.0,0,0,ConsumerLoan,702
42404,Married,SSC,59,F,40000,125,1.0,0,1.0,0,0,PL,670
16923,Married,GRADUATE,27,M,15000,40,0.2,1,0.0,1,0,ConsumerLoan,699
37071,Married,GRADUATE,38,M,30000,69,0.373,1,0.316,1,0,ConsumerLoan,677
1545,Married,12TH,38,F,16000,41,0.5,0,0.0,1,0,ConsumerLoan,673
29176,Married,SSC,33,M,15000,24,0.0,0,0.0,0,0,others,708
15164,Married,UNDER GRADUATE,42,F,13500,38,0.375,0,1.0,1,0,PL,673
39697,Married,12TH,30,M,19500,72,0.2,0,0.167,1,0,PL,681
47938,Married,SSC,35,F,11000,30,1.0,0,0.0,0,0,others,684
40073,Married,12TH,34,M,25000,82,0.5,0,0.0,1,0,others,694
36434,Single,OTHERS,26,M,25000,51,0.75,1,1.0,0,0,PL,669
29345,Married,SSC,30,F,35000,63,0.333,0,0.0,0,0,others,694
36183,Married,OTHERS,29,F,15000,15,1.0,0,0.0,1,0,others,699
16980,Married,12TH,51,M,28000,369,0.667,0,0.0,0,0,ConsumerLoan,650
15350,Married,12TH,42,M,28000,89,0.5,0,0.0,0,0,AL,724
23836,Single,UNDER GRADUATE,30,M,21500,130,0.111,1,0.0,1,0,others,652
30605,Married,OTHERS,37,M,35000,96,0.32,0,0.0,1,0,ConsumerLoan,704
13861,Single,GRADUATE,22,M,35000,80,1.0,0,0.0,0,0,ConsumerLoan,682
19329,Married,GRADUATE,38,M,23795,201,1.0,0,0.0,0,0,others,672
22017,Married,GRADUATE,32,M,50000,185,0.5,1,0.0,0,0,ConsumerLoan,696
42013,Single,OTHERS,30,M,25000,181,1.0,0,0.0,0,0,others,686
396,Single,12TH,21,M,38000,33,0.5,0,1.0,0,0,ConsumerLoan,657
40296,Single,GRADUATE,22,M,50000,70,0.6,1,0.818,0,0,PL,624
36867,Married,GRADUATE,27,F,15000,27,0.0,0,0.0,0,0,ConsumerLoan,689
33727,Single,GRADUATE,22,M,20500,70,0.667,0,0.75,0,0,ConsumerLoan,635
10348,Married,OTHERS,38,M,9000,13,0.5,0,0.0,0,0,others,679
1541,Married,12TH,36,M,25000,130,0.667,0,0.0,0,0,others,673
23477,Married,SSC,27,M,19000,130,0.0,0,0.0,0,0,ConsumerLoan,669
39764,Single,GRADUATE,26,M,15000,114,1.0,0,0.0,1,0,others,673
25204,Single,PROFESSIONAL,27,M,65000,185,0.571,1,0.25,0,0,AL,669
1727,Married,OTHERS,22,M,15000,119,1.0,0,0.0,0,0,others,681
15103,Married,OTHERS,38,M,20000,131,0.5,0,0.0,0,0,ConsumerLoan,688
24228,Married,GRADUATE,30,M,50000,78,0.4,0,1.0,1,0,PL,683
38924,Married,GRADUATE,36,M,12000,38,0.5,0,0.0,0,0,PL,689
2767,Single,12TH,25,M,55000,53,1.0,0,0.0,0,1,others,664
44121,Married,GRADUATE,32,F,25000,106,0.0,0,0.0,0,0,others,671
29475,Married,GRADUATE,36,M,25000,98,0.75,0,1.0,0,1,PL,673
32691,Married,SSC,33,M,13000,102,0.0,0,0.0,1,0,others,696
11683,Married,GRADUATE,32,M,18000,101,1.0,0,0.0,0,0,others,682
21735,Married,GRADUATE,41,M,26000,125,1.0,0,0.0,0,0,ConsumerLoan,671
26871,Married,GRADUATE,52,M,20000,62,0.231,1,0.0,0,0,others,691
201,Married,12TH,29,F,18000,95,0.333,1,0.0,0,0,PL,659
7355,Married,GRADUATE,27,M,25000,41,0.333,0,0.0,1,0,ConsumerLoan,665
29070,Married,GRADUATE,35,M,18500,120,1.0,0,0.0,0,0,AL,718
3868,Married,12TH,36,M,20000,128,1.0,0,0.0,0,0,others,684
9652,Single,SSC,29,M,27000,125,0.462,0,0.0,1,1,HL,692
16801,Married,12TH,27,M,25000,40,0.6,0,0.167,0,0,ConsumerLoan,676
48690,Single,GRADUATE,26,M,19000,50,0.4,0,0.0,0,0,ConsumerLoan,678
1208,Married,SSC,34,M,30000,195,1.0,0,0.0,0,0,ConsumerLoan,671
19041,Married,SSC,53,M,39000,142,1.0,1,1.0,0,0,PL,678
9065,Married,UNDER GRADUATE,59,M,45000,153,0.667,0,1.0,0,0,PL,698
2693,Married,GRADUATE,30,F,60000,40,1.0,0,0.667,0,0,others,626
31338,Married,GRADUATE,26,M,16500,66,1.0,0,0.0,0,0,ConsumerLoan,678
41046,Married,UNDER GRADUATE,35,M,30000,246,0.167,0,0.0,0,0,ConsumerLoan,666
36589,Single,GRADUATE,27,M,19700,75,1.0,0,0.0,0,0,ConsumerLoan,658
47717,Married,UNDER GRADUATE,34,M,37000,120,0.6,1,0.0,1,0,PL,731
44609,Married,OTHERS,34,F,10200,61,1.0,0,0.0,0,0,others,671
7090,Single,12TH,31,M,65000,77,0.4,0,0.0,0,0,ConsumerLoan,696
41085,Married,12TH,36,M,35000,102,0.5,0,1.0,0,0,PL,651
22081,Married,UNDER GRADUATE,44,M,30000,221,0.667,0,0.0,0,0,others,702
6994,Single,SSC,42,M,22000,13,0.5,1,0.0,0,0,PL,716
21927,Married,GRADUATE,30,M,18000,125,0.25,1,0.25,0,0,PL,687
41194,Married,12TH,21,M,35000,30,1.0,0,0.0,0,0,ConsumerLoan,676
36472,Married,SSC,42,M,38000,97,0.5,0,1.0,0,0,ConsumerLoan,665
14961,Married,SSC,43,M,23500,246,1.0,0,0.0,0,0,CC,670
32557,Married,GRADUATE,34,M,30000,71,1.0,0,0.0,0,0,others,672
3902,Single,UNDER GRADUATE,22,M,12000,14,1.0,0,1.0,1,0,PL,656
17441,Married,12TH,30,M,18000,65,1.0,0,0.0,1,0,others,672
25041,Single,UNDER GRADUATE,22,M,18000,47,1.0,0,0.0,0,0,others,672
6242,Single,GRADUATE,25,M,12000,30,1.0,0,1.0,0,0,PL,669
19317,Married,GRADUATE,27,M,20000,70,1.0,0,0.0,1,0,ConsumerLoan,672
5873,Married,SSC,42,M,30000,104,0.556,1,0.333,1,0,PL,694
29379,Single,GRADUATE,30,M,18500,70,0.714,1,0.0,0,0,CC,676
44602,Married,GRADUATE,22,M,15000,13,1.0,0,0.0,0,0,others,688
9174,Married,12TH,31,M,28000,86,1.0,0,0.0,0,0,others,687
35574,Married,12TH,55,M,17854,99,0.5,1,0.0,0,0,PL,715
13949,Married,12TH,34,M,25000,187,0.5,0,1.0,0,0,ConsumerLoan,699
38743,Married,GRADUATE,37,M,48500,130,0.5,1,0.333,0,0,PL,677
21789,Married,GRADUATE,37,M,18000,125,0.6,0,0.0,0,1,HL,695
6731,Married,GRADUATE,38,M,32000,83,0.667,1,0.25,0,0,ConsumerLoan,691
37748,Single,12TH,22,M,18000,32,0.333,0,0.0,1,0,others,715
25230,Married,UNDER GRADUATE,27,M,19000,50,0.5,0,0.667,0,0,PL,664
37310,Single,12TH,32,M,15000,107,1.0,0,0.0,0,0,ConsumerLoan,667
5985,Married,12TH,27,F,15000,74,0.5,0,0.0,0,0,others,694
25951,Married,SSC,31,M,19000,126,1.0,0,0.0,0,0,others,693
25062,Married,12TH,49,M,20000,116,0.0,0,1.0,0,0,PL,653
21148,Married,GRADUATE,38,M,20000,246,0.125,1,0.0,1,0,others,685
3606,Married,SSC,52,M,40000,245,1.0,0,0.0,0,0,AL,656
3729,Married,12TH,33,M,13000,122,0.0,0,0.0,0,0,ConsumerLoan,645
10541,Single,GRADUATE,28,M,35500,95,1.0,0,1.0,0,0,PL,675
5088,Single,GRADUATE,25,M,18800,101,0.0,0,0.0,1,0,others,680
8531,Single,GRADUATE,22,M,44000,65,1.0,0,0.0,0,0,others,663
33139,Married,UNDER GRADUATE,31,M,30000,126,0.5,0,0.0,0,0,others,674
41847,Married,UNDER GRADUATE,40,M,35000,190,0.5,0,0.0,0,0,others,697
40067,Married,GRADUATE,30,M,50000,102,0.833,0,1.0,1,0,PL,667
45477,Married,UNDER GRADUATE,28,M,75000,128,0.857,1,0.0,1,0,ConsumerLoan,672
24129,Married,GRADUATE,29,M,42000,125,0.5,0,0.667,1,0,PL,654
740,Married,POST-GRADUATE,43,M,56500,151,1.0,0,0.0,0,1,HL,698
26646,Married,GRADUATE,30,M,32000,98,0.667,0,0.0,0,0,ConsumerLoan,684
22790,Married,GRADUATE,27,M,42490,122,1.0,0,1.0,0,0,PL,662
26741,Married,GRADUATE,50,M,20000,60,0.233,0,0.0,1,0,ConsumerLoan,727
40034,Married,SSC,34,F,11000,35,0.0,0,0.0,1,0,others,658
3740,Single,POST-GRADUATE,27,M,17000,63,0.5,0,0.0,0,0,others,700
25421,Single,UNDER GRADUATE,22,M,9000,58,1.0,0,0.0,0,0,ConsumerLoan,661
8354,Married,12TH,46,M,19500,149,0.571,0,0.0,0,0,others,663
17910,Married,UNDER GRADUATE,45,M,25000,65,1.0,0,0.0,0,0,ConsumerLoan,677
24224,Married,GRADUATE,49,M,30000,181,0.562,1,0.4,1,0,ConsumerLoan,722
2596,Married,POST-GRADUATE,40,M,52750,119,0.6,1,0.0,0,0,others,689
7818,Married,GRADUATE,41,M,18000,120,0.5,0,0.0,1,0,AL,674
8530,Married,GRADUATE,35,M,25000,29,1.0,0,1.0,0,0,ConsumerLoan,665
11233,Married,GRADUATE,47,M,25000,65,0.5,0,0.0,0,0,ConsumerLoan,667
18285,Married,GRADUATE,24,F,15000,58,1.0,0,0.0,0,0,ConsumerLoan,665
39599,Married,12TH,36,M,25000,45,1.0,0,0.0,0,0,others,693
47527,Married,12TH,36,M,50000,68,1.0,0,0.0,0,1,ConsumerLoan,648
41189,Married,12TH,27,M,21000,56,0.5,0,1.0,0,0,ConsumerLoan,647
39145,Married,GRADUATE,44,F,12500,59,0.333,0,1.0,1,0,PL,700
43239,Married,SSC,32,F,30000,92,0.0,0,0.0,1,0,others,703
20176,Single,GRADUATE,23,M,25400,51,0.0,0,0.0,0,0,ConsumerLoan,661
14951,Married,UNDER GRADUATE,45,M,33558,64,0.19,1,0.167,1,0,ConsumerLoan,738
33845,Single,SSC,23,M,23000,54,1.0,1,1.0,0,0,PL,673
5222,Single,GRADUATE,29,M,15000,99,0.0,0,0.0,0,0,ConsumerLoan,662
19313,Married,SSC,35,M,20000,190,0.5,0,0.0,1,0,others,690
45748,Married,12TH,28,M,17000,56,0.5,1,1.0,0,0,PL,677
32312,Married,12TH,49,M,25000,183,0.0,0,0.0,0,0,ConsumerLoan,687
45826,Married,12TH,55,M,12137,188,0.0,0,0.0,0,0,ConsumerLoan,675
22154,Married,OTHERS,46,M,30000,34,1.0,0,0.5,0,0,ConsumerLoan,633
42336,Single,OTHERS,21,M,15000,31,1.0,0,0.0,0,0,others,692
2228,Single,GRADUATE,25,F,65000,36,1.0,0,0.0,0,0,CC,685
6506,Single,12TH,31,M,11000,27,1.0,0,0.0,0,0,ConsumerLoan,678
48531,Married,SSC,45,M,26000,130,0.5,0,1.0,0,0,PL,677
1940,Married,SSC,38,M,22000,29,0.222,0,0.0,1,0,others,711
18448,Married,SSC,54,M,12000,89,0.667,0,0.0,0,0,ConsumerLoan,679
608,Married,12TH,38,M,18000,155,0.25,0,0.0,1,0,others,697
14004,Married,UNDER GRADUATE,49,M,35000,245,0.0,0,0.0,1,0,others,690
10788,Married,12TH,38,M,10000,275,1.0,1,0.0,0,0,AL,692
25402,Married,SSC,31,M,20700,61,1.0,0,0.0,0,0,others,669
17344,Married,12TH,30,M,12000,63,0.5,0,0.0,0,0,ConsumerLoan,671
43307,Married,OTHERS,50,F,15000,61,0.6,0,0.0,1,0,others,707
29469,Married,UNDER GRADUATE,53,M,50000,126,0.5,0,0.0,0,0,PL,693
2208,Married,SSC,30,M,25000,121,1.0,0,0.0,0,0,ConsumerLoan,678
4970,Married,SSC,29,F,17000,59,0.5,1,0.0,0,0,ConsumerLoan,684
49513,Single,GRADUATE,24,M,15000,43,1.0,0,0.0,0,0,ConsumerLoan,677
16,Married,12TH,44,M,25000,245,0.875,0,1.0,0,0,ConsumerLoan,643
23001,Married,GRADUATE,28,M,18000,102,1.0,0,0.0,0,0,others,712
819,Married,12TH,28,M,35000,59,1.0,0,0.0,0,0,others,674
18183,Married,GRADUATE,32,M,25000,120,1.0,1,0.6,0,0,ConsumerLoan,646
14432,Married,UNDER GRADUATE,37,F,15000,41,0.3,0,0.0,1,0,ConsumerLoan,694
22290,Single,12TH,21,F,20000,30,1.0,0,0.0,0,0,ConsumerLoan,666
4017,Married,UNDER GRADUATE,64,M,17000,121,0.0,1,0.0,0,0,others,674
13359,Single,POST-GRADUATE,25,M,40000,66,0.818,1,0.0,1,0,ConsumerLoan,652
24978,Married,12TH,45,M,29000,308,0.5,0,0.0,0,0,ConsumerLoan,687
41305,Married,SSC,32,M,35000,80,0.667,0,0.5,0,0,PL,676
22546,Married,GRADUATE,24,M,17000,68,0.333,0,0.0,0,0,ConsumerLoan,669
49706,Married,GRADUATE,37,M,40000,89,1.0,0,0.0,0,0,others,683
48473,Married,12TH,31,M,10000,59,0.0,0,0.0,0,0,AL,702
29563,Married,GRADUATE,29,M,25000,66,0.143,1,0.4,0,0,ConsumerLoan,551
46719,Married,OTHERS,36,M,25000,191,0.0,0,0.0,1,0,others,680
31033,Married,SSC,31,M,15000,84,0.5,0,0.0,1,0,others,698
4484,Single,GRADUATE,24,M,27237,30,1.0,1,0.727,0,0,PL,659
28468,Married,12TH,40,M,8000,80,0.0,0,0.0,0,0,others,683
6223,Married,12TH,32,M,25000,39,1.0,0,0.0,0,0,others,678
26510,Married,12TH,60,M,15000,365,1.0,1,0.0,0,0,PL,699
31700,Married,SSC,24,M,30000,74,0.5,1,1.0,0,0,others,657
36436,Married,GRADUATE,34,M,50000,130,0.25,0,0.0,1,0,ConsumerLoan,714
11025,Married,12TH,49,M,31000,174,0.286,1,0.4,1,0,PL,665
46670,Married,12TH,44,M,30000,317,1.0,0,0.0,0,0,ConsumerLoan,675
